cod,Clave,Nombre
10288,V556,"Ocupante de camioneta o furgoneta lesionado por colisión con tren o vehículo de rieles, pasajero lesionado en accidente de tránsito"
10283,V551,"Ocupante de camioneta o furgoneta lesionado por colisión con tren o vehículo de rieles, pasajero lesionado en accidente no de tránsito"
10286,V554,"Ocupante de camioneta o furgoneta lesionado por colisión con tren o vehículo de rieles, persona lesionada al subir o bajar del vehículo"
10289,V557,"Ocupante de camioneta o furgoneta lesionado por colisión con tren o vehículo de rieles, persona que viaja fuera del  vehículo, lesionada en accidente de tránsito"
10284,V552,"Ocupante de camioneta o furgoneta lesionado por colisión con tren o vehículo de rieles, persona que viaja fuera del  vehículo, lesionada en accidente no de tránsito"
10257,V525,"Ocupante de camioneta o furgoneta lesionado por colisión con vehículo de motor de dos o tres ruedas, conductor lesionado en accidente de tránsito"
10252,V520,"Ocupante de camioneta o furgoneta lesionado por colisión con vehículo de motor de dos o tres ruedas, conductor lesionado en accidente no de tránsito"
10260,V529,"Ocupante de camioneta o furgoneta lesionado por colisión con vehículo de motor de dos o tres ruedas, ocupante no especificado de camioneta o furgoneta, lesionado en accidente de tránsito"
10255,V523,"Ocupante de camioneta o furgoneta lesionado por colisión con vehículo de motor de dos o tres ruedas, ocupante no especificado de camioneta o furgoneta, lesionado en accidente no de tránsito"
10258,V526,"Ocupante de camioneta o furgoneta lesionado por colisión con vehículo de motor de dos o tres ruedas, pasajero lesionado en accidente de tránsito"
10253,V521,"Ocupante de camioneta o furgoneta lesionado por colisión con vehículo de motor de dos o tres ruedas, pasajero lesionado en accidente no de tránsito"
10256,V524,"Ocupante de camioneta o furgoneta lesionado por colisión con vehículo de motor de dos o tres ruedas, persona lesionada al subir o bajar del vehículo"
10254,V522,"Ocupante de camioneta o furgoneta lesionado por colisión con vehículo de motor de dos o tres ruedas, persona que viaja  fuera del vehículo, lesionada en accidente no de tránsito"
10259,V527,"Ocupante de camioneta o furgoneta lesionado por colisión con vehículo de motor de dos o tres ruedas, persona que viaja fuera del  vehículo, lesionada en accidente de tránsito"
10241,V51,Ocupante de camioneta o furgoneta lesionado por colisión con vehículo de pedal
10247,V515,"Ocupante de camioneta o furgoneta lesionado por colisión con vehículo de pedal, conductor lesionado en accidente de tránsito"
10242,V510,"Ocupante de camioneta o furgoneta lesionado por colisión con vehículo de pedal, conductor lesionado en accidente no de tránsito"
10250,V519,"Ocupante de camioneta o furgoneta lesionado por colisión con vehículo de pedal, ocupante no especificado de camioneta o furgoneta,  lesionado en accidente de tránsito"
10245,V513,"Ocupante de camioneta o furgoneta lesionado por colisión con vehículo de pedal, ocupante no especificado de camioneta o furgoneta,  lesionado en accidente no de tránsito"
10248,V516,"Ocupante de camioneta o furgoneta lesionado por colisión con vehículo de pedal, pasajero lesionado en accidente de tránsito"
10243,V511,"Ocupante de camioneta o furgoneta lesionado por colisión con vehículo de pedal, pasajero lesionado en accidente no de tránsito"
10246,V514,"Ocupante de camioneta o furgoneta lesionado por colisión con vehículo de pedal, persona lesionada al subir o bajar del vehículo"
10249,V517,"Ocupante de camioneta o furgoneta lesionado por colisión con vehículo de pedal, persona que viaja  fuera del vehículo, lesionada en accidente de tránsito"
10244,V512,"Ocupante de camioneta o furgoneta lesionado por colisión con vehículo de pedal, persona que viaja  fuera del vehículo, lesionada en accidente no de tránsito"
10271,V54,Ocupante de camioneta o furgoneta lesionado por colisión con vehículo de transporte pesado o autobús
10277,V545,"Ocupante de camioneta o furgoneta lesionado por colisión con vehículo de transporte pesado o autobús, conductor lesionado en accidente de tránsito"
10272,V540,"Ocupante de camioneta o furgoneta lesionado por colisión con vehículo de transporte pesado o autobús, conductor lesionado en accidente no de tránsito"
10280,V549,"Ocupante de camioneta o furgoneta lesionado por colisión con vehículo de transporte pesado o autobús, ocupante no especificado de  camioneta o furgoneta, lesionado en  accidente de tránsito"
10275,V543,"Ocupante de camioneta o furgoneta lesionado por colisión con vehículo de transporte pesado o autobús, ocupante no especificado de  camioneta o furgoneta, lesionado en  accidente no de tránsito"
10278,V546,"Ocupante de camioneta o furgoneta lesionado por colisión con vehículo de transporte pesado o autobús, pasajero lesionado en accidente de tránsito"
10273,V541,"Ocupante de camioneta o furgoneta lesionado por colisión con vehículo de transporte pesado o autobús, pasajero lesionado en accidente no de tránsito"
10276,V544,"Ocupante de camioneta o furgoneta lesionado por colisión con vehículo de transporte pesado o autobús, persona lesionada al subir o bajar del vehículo"
10279,V547,"Ocupante de camioneta o furgoneta lesionado por colisión con vehículo de transporte pesado o autobús, persona que viaja fuera del  vehículo, lesionada en  accidente de tránsito"
10274,V542,"Ocupante de camioneta o furgoneta lesionado por colisión con vehículo de transporte pesado o autobús, persona que viaja fuera del  vehículo, lesionada en  accidente no de tránsito"
10301,V57,Ocupante de camioneta o furgoneta lesionado por colisión objeto fijo o estacionado
10563,V829,Ocupante de tranvía lesionado en accidente de tránsito no especificado
10553,V82,Ocupante de tranvía lesionado en accidente de transporte
10562,V828,"Ocupante de tranvía lesionado en otros accidentes de transporte, especificados"
10559,V825,Ocupante de tranvía lesionado por caída dentro del tranvía
10560,V826,Ocupante de tranvía lesionado por caída desde el tranvía
10557,V823,Ocupante de tranvía lesionado por colisión con otros objetos
10555,V821,"Ocupante de tranvía lesionado por colisión con vehículo de motor, en accidente  de tránsito"
10554,V820,"Ocupante de tranvía lesionado por colisión con vehículo de motor, en accidente no de tránsito"
10556,V822,"Ocupante de tranvía lesionado por colisión con, o golpeado por vagón"
10561,V827,"Ocupante de tranvía lesionado por descarrilamiento, sin colisión anterior"
10542,V81,Ocupante de tren o vehículo de rieles lesionado en accidente de transporte
10552,V819,Ocupante de tren o vehículo de rieles lesionado en accidente ferroviario no especificado
10550,V817,Ocupante de tren o vehículo de rieles lesionado en descarrilamiento sin colisión anterior
10551,V818,Ocupante de tren o vehículo de rieles lesionado en otros accidentes ferroviarios especificados
10548,V815,Ocupante de tren o vehículo de rieles lesionado por caída dentro del tren o vehículo de rieles
10549,V816,Ocupante de tren o vehículo de rieles lesionado por caída desde el tren o vehículo de rieles
10546,V813,Ocupante de tren o vehículo de rieles lesionado por colisión con otros objetos
10544,V811,"Ocupante de tren o vehículo de rieles lesionado por colisión con vehículo de motor, en accidente de tránsito"
10543,V810,"Ocupante de tren o vehículo de rieles lesionado por colisión con vehículo de motor, en accidente no de tránsito"
10545,V812,"Ocupante de tren o vehículo de rieles lesionado por colisión con, o golpeado por vagón"
10111,V38,Ocupante de vehículo de motor de tres ruedas lesionado en accidente de transporte sin colisión
10117,V385,"Ocupante de vehículo de motor de tres ruedas lesionado en accidente de transporte sin colisión, conductor lesionado en accidente de tránsito"
10112,V380,"Ocupante de vehículo de motor de tres ruedas lesionado en accidente de transporte sin colisión, conductor lesionado en accidente no de tránsito"
10120,V389,"Ocupante de vehículo de motor de tres ruedas lesionado en accidente de transporte sin colisión, ocupante no especificado de vehículo de motor de tres ruedas, lesionado en accidente de tránsito"
10115,V383,"Ocupante de vehículo de motor de tres ruedas lesionado en accidente de transporte sin colisión, ocupante no especificado de vehículo de motor de tres ruedas, lesionado en accidente no de tránsito"
10118,V386,"Ocupante de vehículo de motor de tres ruedas lesionado en accidente de transporte sin colisión, pasajero lesionado en accidente de tránsito"
10113,V381,"Ocupante de vehículo de motor de tres ruedas lesionado en accidente de transporte sin colisión, pasajero lesionado en accidente no de tránsito"
10116,V384,"Ocupante de vehículo de motor de tres ruedas lesionado en accidente de transporte sin colisión, persona  lesionada al subir o bajar del vehículo"
10119,V387,"Ocupante de vehículo de motor de tres ruedas lesionado en accidente de transporte sin colisión, persona que viaja fuera del vehículo, lesionada en accidente de tránsito"
10114,V382,"Ocupante de vehículo de motor de tres ruedas lesionado en accidente de transporte sin colisión, persona que viaja fuera del vehículo, lesionada en accidente no de tránsito"
10121,V39,"Ocupante de vehículo de motor de tres ruedas lesionado en otros accidentes de transporte, y en los no especificados"
10101,V37,Ocupante de vehículo de motor de tres ruedas lesionado por  colisión con objeto fijo o estacionado
10061,V33,"Ocupante de vehículo de motor de tres ruedas lesionado por colisión con automóvil, camioneta o furgoneta"
10067,V335,"Ocupante de vehículo de motor de tres ruedas lesionado por colisión con automóvil, camioneta o furgoneta, conductor lesionado en accidente de tránsito"
10062,V330,"Ocupante de vehículo de motor de tres ruedas lesionado por colisión con automóvil, camioneta o furgoneta, conductor lesionado en accidente no de tránsito"
10070,V339,"Ocupante de vehículo de motor de tres ruedas lesionado por colisión con automóvil, camioneta o furgoneta, ocupante no especificado de vehículo de motor de tres ruedas, lesionado en accidente de tránsito"
10065,V333,"Ocupante de vehículo de motor de tres ruedas lesionado por colisión con automóvil, camioneta o furgoneta, ocupante no especificado de vehículo de motor de tres ruedas, lesionado en accidente no de tránsito"
10068,V336,"Ocupante de vehículo de motor de tres ruedas lesionado por colisión con automóvil, camioneta o furgoneta, pasajero lesionado en accidente de tránsito"
10063,V331,"Ocupante de vehículo de motor de tres ruedas lesionado por colisión con automóvil, camioneta o furgoneta, pasajero lesionado en accidente no de tránsito"
10066,V334,"Ocupante de vehículo de motor de tres ruedas lesionado por colisión con automóvil, camioneta o furgoneta, persona lesionada al subir o bajar del vehículo"
10064,V332,"Ocupante de vehículo de motor de tres ruedas lesionado por colisión con automóvil, camioneta o furgoneta, persona que viaja  fuera del vehículo, lesionada en accidente no de tránsito"
10069,V337,"Ocupante de vehículo de motor de tres ruedas lesionado por colisión con automóvil, camioneta o furgoneta, persona que viaja fuera del vehículo, lesionada en accidente de tránsito"
10107,V375,"Ocupante de vehículo de motor de tres ruedas lesionado por colisión con objeto fijo o estacionado, conductor lesionado en accidente de tránsito"
10102,V370,"Ocupante de vehículo de motor de tres ruedas lesionado por colisión con objeto fijo o estacionado, conductor lesionado en accidente no de tránsito"
10110,V379,"Ocupante de vehículo de motor de tres ruedas lesionado por colisión con objeto fijo o estacionado, ocupante no especificado de vehículo de motor de tres ruedas, lesionado en accidente de tránsito"
10105,V373,"Ocupante de vehículo de motor de tres ruedas lesionado por colisión con objeto fijo o estacionado, ocupante no especificado de vehículo de motor de tres ruedas, lesionado en accidente no de tránsito"
10108,V376,"Ocupante de vehículo de motor de tres ruedas lesionado por colisión con objeto fijo o estacionado, pasajero lesionado en accidente de tránsito"
10103,V371,"Ocupante de vehículo de motor de tres ruedas lesionado por colisión con objeto fijo o estacionado, pasajero lesionado en accidente no de tránsito"
10106,V374,"Ocupante de vehículo de motor de tres ruedas lesionado por colisión con objeto fijo o estacionado, persona lesionada al subir o bajar del vehículo"
10109,V377,"Ocupante de vehículo de motor de tres ruedas lesionado por colisión con objeto fijo o estacionado, persona que viaja fuera del vehículo, lesionada en accidente de tránsito"
10104,V372,"Ocupante de vehículo de motor de tres ruedas lesionado por colisión con objeto fijo o estacionado, persona que viaja fuera del vehículo, lesionada en accidente no de tránsito"
10051,V32,Ocupante de vehículo de motor de tres ruedas lesionado por colisión con otro vehículo de motor de dos o tres ruedas
10057,V325,"Ocupante de vehículo de motor de tres ruedas lesionado por colisión con otro vehículo de motor de dos o tres ruedas, conductor lesionado en accidente de tránsito"
10052,V320,"Ocupante de vehículo de motor de tres ruedas lesionado por colisión con otro vehículo de motor de dos o tres ruedas, conductor lesionado en accidente no de tránsito"
10060,V329,"Ocupante de vehículo de motor de tres ruedas lesionado por colisión con otro vehículo de motor de dos o tres ruedas, ocupante no especificado de vehículo de motor de tres ruedas, lesionado en accidente de tránsito"
10055,V323,"Ocupante de vehículo de motor de tres ruedas lesionado por colisión con otro vehículo de motor de dos o tres ruedas, ocupante no especificado de vehículo de motor de tres ruedas, lesionado en accidente no de tránsito"
10058,V326,"Ocupante de vehículo de motor de tres ruedas lesionado por colisión con otro vehículo de motor de dos o tres ruedas, pasajero lesionado en accidente de tránsito"
10053,V321,"Ocupante de vehículo de motor de tres ruedas lesionado por colisión con otro vehículo de motor de dos o tres ruedas, pasajero lesionado en accidente no de tránsito"
10056,V324,"Ocupante de vehículo de motor de tres ruedas lesionado por colisión con otro vehículo de motor de dos o tres ruedas, persona lesionada al subir o bajar del vehículo"
10059,V327,"Ocupante de vehículo de motor de tres ruedas lesionado por colisión con otro vehículo de motor de dos o tres ruedas, persona que viaja  fuera del vehículo, lesionada en accidente de tránsito"
10054,V322,"Ocupante de vehículo de motor de tres ruedas lesionado por colisión con otro vehículo de motor de dos o tres ruedas, persona que viaja fuera del vehículo, lesionada en accidente no de tránsito"
10091,V36,Ocupante de vehículo de motor de tres ruedas lesionado por colisión con otros vehículos sin motor
10097,V365,"Ocupante de vehículo de motor de tres ruedas lesionado por colisión con otros vehículos sin motor, conductor lesionado en accidente de tránsito"
10092,V360,"Ocupante de vehículo de motor de tres ruedas lesionado por colisión con otros vehículos sin motor, conductor lesionado en accidente no de tránsito"
10100,V369,"Ocupante de vehículo de motor de tres ruedas lesionado por colisión con otros vehículos sin motor, ocupante no especificado de vehículo de motor de tres ruedas, lesionado en accidente de tránsito"
10095,V363,"Ocupante de vehículo de motor de tres ruedas lesionado por colisión con otros vehículos sin motor, ocupante no especificado de vehículo de motor de tres ruedas, lesionado en accidente no de tránsito"
10098,V366,"Ocupante de vehículo de motor de tres ruedas lesionado por colisión con otros vehículos sin motor, pasajero lesionado en accidente de tránsito"
10093,V361,"Ocupante de vehículo de motor de tres ruedas lesionado por colisión con otros vehículos sin motor, pasajero lesionado en accidente no de tránsito"
10096,V364,"Ocupante de vehículo de motor de tres ruedas lesionado por colisión con otros vehículos sin motor, persona lesionada al subir o bajar del vehículo"
10099,V367,"Ocupante de vehículo de motor de tres ruedas lesionado por colisión con otros vehículos sin motor, persona que viaja fuera del vehículo, lesionada en accidente de tránsito"
10094,V362,"Ocupante de vehículo de motor de tres ruedas lesionado por colisión con otros vehículos sin motor, persona que viaja fuera del vehículo, lesionada en accidente no de tránsito"
10031,V30,Ocupante de vehículo de motor de tres ruedas lesionado por colisión con peatón o animal
10037,V305,"Ocupante de vehículo de motor de tres ruedas lesionado por colisión con peatón o animal, conductor lesionado en accidente de tránsito"
10032,V300,"Ocupante de vehículo de motor de tres ruedas lesionado por colisión con peatón o animal, conductor lesionado en accidente no de tránsito"
10035,V303,"Ocupante de vehículo de motor de tres ruedas lesionado por colisión con peatón o animal, ocupante no especificado de vehículo de motor de tres ruedas lesionado en accidente no de tránsito"
10040,V309,"Ocupante de vehículo de motor de tres ruedas lesionado por colisión con peatón o animal, ocupante no especificado de vehículo de motor de tres ruedas, lesionado en accidente de tránsito"
10038,V306,"Ocupante de vehículo de motor de tres ruedas lesionado por colisión con peatón o animal, pasajero lesionado en accidente de tránsito"
10033,V301,"Ocupante de vehículo de motor de tres ruedas lesionado por colisión con peatón o animal, pasajero lesionado en accidente no de tránsito"
10036,V304,"Ocupante de vehículo de motor de tres ruedas lesionado por colisión con peatón o animal, persona lesionada al subir o bajar del vehículo"
10039,V307,"Ocupante de vehículo de motor de tres ruedas lesionado por colisión con peatón o animal, persona que viaja fuera del vehículo, lesionada en accidente de tránsito"
10034,V302,"Ocupante de vehículo de motor de tres ruedas lesionado por colisión con peatón o animal, persona que viaja fuera del vehículo, lesionada en accidente no de tránsito"
10081,V35,Ocupante de vehículo de motor de tres ruedas lesionado por colisión con tren o vehículo de rieles
10087,V355,"Ocupante de vehículo de motor de tres ruedas lesionado por colisión con tren o vehículo de rieles, conductor lesionado en accidente de tránsito"
10082,V350,"Ocupante de vehículo de motor de tres ruedas lesionado por colisión con tren o vehículo de rieles, conductor lesionado en accidente no de tránsito"
10090,V359,"Ocupante de vehículo de motor de tres ruedas lesionado por colisión con tren o vehículo de rieles, ocupante no especificado de vehículo de motor de tres ruedas, lesionado en accidente de tránsito"
10085,V353,"Ocupante de vehículo de motor de tres ruedas lesionado por colisión con tren o vehículo de rieles, ocupante no especificado de vehículo de motor de tres ruedas, lesionado en accidente no de tránsito"
10088,V356,"Ocupante de vehículo de motor de tres ruedas lesionado por colisión con tren o vehículo de rieles, pasajero lesionado en accidente de tránsito"
10083,V351,"Ocupante de vehículo de motor de tres ruedas lesionado por colisión con tren o vehículo de rieles, pasajero lesionado en accidente no de tránsito"
10086,V354,"Ocupante de vehículo de motor de tres ruedas lesionado por colisión con tren o vehículo de rieles, persona lesionada al subir o bajar del vehículo"
10089,V357,"Ocupante de vehículo de motor de tres ruedas lesionado por colisión con tren o vehículo de rieles, persona que viaja  fuera del vehículo, lesionada en accidente de tránsito"
10084,V352,"Ocupante de vehículo de motor de tres ruedas lesionado por colisión con tren o vehículo de rieles, persona que viaja  fuera del vehículo, lesionada en accidente no de tránsito"
10041,V31,Ocupante de vehículo de motor de tres ruedas lesionado por colisión con vehículo de pedal
10047,V315,"Ocupante de vehículo de motor de tres ruedas lesionado por colisión con vehículo de pedal, conductor lesionado en accidente de tránsito"
10042,V310,"Ocupante de vehículo de motor de tres ruedas lesionado por colisión con vehículo de pedal, conductor lesionado en accidente no de tránsito"
10050,V319,"Ocupante de vehículo de motor de tres ruedas lesionado por colisión con vehículo de pedal, ocupante no especificado de vehículo de motor de tres ruedas,  lesionado en accidente de tránsito"
10045,V313,"Ocupante de vehículo de motor de tres ruedas lesionado por colisión con vehículo de pedal, ocupante no especificado de vehículo de motor de tres ruedas, lesionado en accidente no de tránsito"
10048,V316,"Ocupante de vehículo de motor de tres ruedas lesionado por colisión con vehículo de pedal, pasajero lesionado en accidente de tránsito"
10043,V311,"Ocupante de vehículo de motor de tres ruedas lesionado por colisión con vehículo de pedal, pasajero lesionado en accidente no de tránsito"
10046,V314,"Ocupante de vehículo de motor de tres ruedas lesionado por colisión con vehículo de pedal, persona lesionada al subir o bajar del vehículo"
10049,V317,"Ocupante de vehículo de motor de tres ruedas lesionado por colisión con vehículo de pedal, persona que viaja fuera del vehículo, lesionada en accidente de tránsito"
10044,V312,"Ocupante de vehículo de motor de tres ruedas lesionado por colisión con vehículo de pedal, persona que viaja fuera del vehículo, lesionada en accidente no de tránsito"
10071,V34,Ocupante de vehículo de motor de tres ruedas lesionado por colisión con vehículo de transporte pesado o autobús
10077,V345,"Ocupante de vehículo de motor de tres ruedas lesionado por colisión con vehículo de transporte pesado o autobús, conductor lesionado en accidente de tránsito"
10072,V340,"Ocupante de vehículo de motor de tres ruedas lesionado por colisión con vehículo de transporte pesado o autobús, conductor lesionado en accidente no de tránsito"
10080,V349,"Ocupante de vehículo de motor de tres ruedas lesionado por colisión con vehículo de transporte pesado o autobús, ocupante no especificado de vehículo de motor de tres ruedas, lesionado en accidente de tránsito"
10075,V343,"Ocupante de vehículo de motor de tres ruedas lesionado por colisión con vehículo de transporte pesado o autobús, ocupante no especificado de vehículo de motor de tres ruedas, lesionado en accidente no de tránsito"
10078,V346,"Ocupante de vehículo de motor de tres ruedas lesionado por colisión con vehículo de transporte pesado o autobús, pasajero lesionado en accidente de tránsito"
10073,V341,"Ocupante de vehículo de motor de tres ruedas lesionado por colisión con vehículo de transporte pesado o autobús, pasajero lesionado en accidente no de tránsito"
10076,V344,"Ocupante de vehículo de motor de tres ruedas lesionado por colisión con vehículo de transporte pesado o autobús, persona lesionada al subir o bajar del vehículo"
10079,V347,"Ocupante de vehículo de motor de tres ruedas lesionado por colisión con vehículo de transporte pesado o autobús, persona que viaja fuera del vehículo, lesionada en accidente de tránsito"
10074,V342,"Ocupante de vehículo de motor de tres ruedas lesionado por colisión con vehículo de transporte pesado o autobús, persona que viaja fuera del vehículo, lesionada en accidente no de tránsito"
10411,V68,Ocupante de vehículo de transporte pesado lesionado en accidente de transporte sin colisión
10417,V685,"Ocupante de vehículo de transporte pesado lesionado en accidente de transporte sin colisión, conductor lesionado en accidente de tránsito"
10412,V680,"Ocupante de vehículo de transporte pesado lesionado en accidente de transporte sin colisión, conductor lesionado en accidente no de tránsito"
10420,V689,"Ocupante de vehículo de transporte pesado lesionado en accidente de transporte sin colisión, ocupante no especificado de vehículo de transporte pesado, lesionado en accidente de tránsito"
10415,V683,"Ocupante de vehículo de transporte pesado lesionado en accidente de transporte sin colisión, ocupante no especificado de vehículo de transporte pesado, lesionado en accidente no de tránsito"
10418,V686,"Ocupante de vehículo de transporte pesado lesionado en accidente de transporte sin colisión, pasajero lesionado en accidente de tránsito"
10413,V681,"Ocupante de vehículo de transporte pesado lesionado en accidente de transporte sin colisión, pasajero lesionado en accidente no de tránsito"
10416,V684,"Ocupante de vehículo de transporte pesado lesionado en accidente de transporte sin colisión, persona lesionada al subir o bajar del vehículo"
10419,V687,"Ocupante de vehículo de transporte pesado lesionado en accidente de transporte sin colisión, persona que viaja fuera del  vehículo, lesionada en accidente de tránsito"
10414,V682,"Ocupante de vehículo de transporte pesado lesionado en accidente de transporte sin colisión, persona que viaja fuera del  vehículo, lesionada en accidente no de tránsito"
10421,V69,"Ocupante de vehículo de transporte pesado lesionado en otros accidentes de transporte, y en los no especificados"
10382,V650,"Ocupante de vehículo de transporte pesado lesionado por colisión con  tren o vehículo de rieles, conductor  lesionado en accidente no de tránsito"
10387,V655,"Ocupante de vehículo de transporte pesado lesionado por colisión con  tren o vehículo de rieles, conductor lesionado en accidente de tránsito"
10385,V653,"Ocupante de vehículo de transporte pesado lesionado por colisión con  tren o vehículo de rieles, ocupante no especificado de vehículo de transporte pesado lesionado en accidente no de tránsito"
10390,V659,"Ocupante de vehículo de transporte pesado lesionado por colisión con  tren o vehículo de rieles, ocupante no especificado de vehículo de transporte pesado, lesionado en accidente de tránsito"
10388,V656,"Ocupante de vehículo de transporte pesado lesionado por colisión con  tren o vehículo de rieles, pasajero lesionado en accidente de tránsito"
10383,V651,"Ocupante de vehículo de transporte pesado lesionado por colisión con  tren o vehículo de rieles, pasajero lesionado en accidente no de tránsito"
10386,V654,"Ocupante de vehículo de transporte pesado lesionado por colisión con  tren o vehículo de rieles, persona lesionada al subir o bajar del vehículo"
10389,V657,"Ocupante de vehículo de transporte pesado lesionado por colisión con  tren o vehículo de rieles, persona que viaja fuera del  vehículo, lesionada en accidente de tránsito"
10384,V652,"Ocupante de vehículo de transporte pesado lesionado por colisión con  tren o vehículo de rieles, persona que viaja fuera del  vehículo, lesionada en accidente no de tránsito"
10361,V63,"Ocupante de vehículo de transporte pesado lesionado por colisión con automóvil, camioneta o furgoneta"
10367,V635,"Ocupante de vehículo de transporte pesado lesionado por colisión con automóvil, camioneta o furgoneta, conductor lesionado en accidente de tránsito"
10362,V630,"Ocupante de vehículo de transporte pesado lesionado por colisión con automóvil, camioneta o furgoneta, conductor lesionado en accidente no de tránsito"
10365,V633,"Ocupante de vehículo de transporte pesado lesionado por colisión con automóvil, camioneta o furgoneta, ocupante no especificado de vehículo  de transporte pesado lesionado en accidente no de tránsito"
10370,V639,"Ocupante de vehículo de transporte pesado lesionado por colisión con automóvil, camioneta o furgoneta, ocupante no especificado de vehículo de transporte pesado, lesionado en accidente de tránsito"
10368,V636,"Ocupante de vehículo de transporte pesado lesionado por colisión con automóvil, camioneta o furgoneta, pasajero lesionado en accidente de tránsito"
10363,V631,"Ocupante de vehículo de transporte pesado lesionado por colisión con automóvil, camioneta o furgoneta, pasajero lesionado en accidente no de tránsito"
10366,V634,"Ocupante de vehículo de transporte pesado lesionado por colisión con automóvil, camioneta o furgoneta, persona lesionada al subir o bajar del vehículo"
10369,V637,"Ocupante de vehículo de transporte pesado lesionado por colisión con automóvil, camioneta o furgoneta, persona que viaja fuera del  vehículo, lesionada en accidente de tránsito"
10364,V632,"Ocupante de vehículo de transporte pesado lesionado por colisión con automóvil, camioneta o furgoneta, persona que viaja fuera del vehículo, lesionada en accidente no de tránsito"
10401,V67,Ocupante de vehículo de transporte pesado lesionado por colisión con objeto fijo o estacionado
10407,V675,"Ocupante de vehículo de transporte pesado lesionado por colisión con objeto fijo o estacionado,  conductor lesionado en accidente de tránsito"
10402,V670,"Ocupante de vehículo de transporte pesado lesionado por colisión con objeto fijo o estacionado,  conductor lesionado en accidente no de tránsito"
10405,V673,"Ocupante de vehículo de transporte pesado lesionado por colisión con objeto fijo o estacionado,  ocupante no especificado de vehículo de transporte pesado,  lesionado en accidente no de tránsito"
10408,V676,"Ocupante de vehículo de transporte pesado lesionado por colisión con objeto fijo o estacionado,  pasajero lesionado en accidente de tránsito"
10403,V671,"Ocupante de vehículo de transporte pesado lesionado por colisión con objeto fijo o estacionado,  pasajero lesionado en accidente no de tránsito"
10406,V674,"Ocupante de vehículo de transporte pesado lesionado por colisión con objeto fijo o estacionado,  persona lesionada al subir o bajar del vehículo"
10409,V677,"Ocupante de vehículo de transporte pesado lesionado por colisión con objeto fijo o estacionado,  persona que  viaja fuera del vehículo, lesionada en accidente de tránsito"
10404,V672,"Ocupante de vehículo de transporte pesado lesionado por colisión con objeto fijo o estacionado,  persona que viaja fuera del  vehículo, lesionada en accidente no de tránsito"
10410,V679,"Ocupante de vehículo de transporte pesado lesionado por colisión con objeto fijo o estacionado, ocupante no especificado de vehículo de transporte pesado, lesionado en accidente de tránsito"
10371,V64,Ocupante de vehículo de transporte pesado lesionado por colisión con otro vehículo de transporte pesado o autobús
10377,V645,"Ocupante de vehículo de transporte pesado lesionado por colisión con otro vehículo de transporte pesado o autobús, conductor lesionado en accidente de tránsito"
10372,V640,"Ocupante de vehículo de transporte pesado lesionado por colisión con otro vehículo de transporte pesado o autobús, conductor lesionado en accidente no de tránsito"
10375,V643,"Ocupante de vehículo de transporte pesado lesionado por colisión con otro vehículo de transporte pesado o autobús, ocupante no especificado de vehículo de transporte pesado lesionado en accidente no de tránsito"
10380,V649,"Ocupante de vehículo de transporte pesado lesionado por colisión con otro vehículo de transporte pesado o autobús, ocupante no especificado de vehículo de transporte pesado, lesionado en accidente de tránsito"
10378,V646,"Ocupante de vehículo de transporte pesado lesionado por colisión con otro vehículo de transporte pesado o autobús, pasajero lesionado en accidente de tránsito"
10373,V641,"Ocupante de vehículo de transporte pesado lesionado por colisión con otro vehículo de transporte pesado o autobús, pasajero lesionado en accidente no de tránsito"
10376,V644,"Ocupante de vehículo de transporte pesado lesionado por colisión con otro vehículo de transporte pesado o autobús, persona lesionada al subir o bajar del vehículo"
10374,V642,"Ocupante de vehículo de transporte pesado lesionado por colisión con otro vehículo de transporte pesado o autobús, persona que viaja fuera del  vehículo, lesionada en accidente no de tránsito"
10379,V647,"Ocupante de vehículo de transporte pesado lesionado por colisión con otro vehículo de transporte pesado o autobús, persona que viaja fuera del vehículo, lesionada en accidente de tránsito"
10391,V66,Ocupante de vehículo de transporte pesado lesionado por colisión con otros vehículos sin motor
10397,V665,"Ocupante de vehículo de transporte pesado lesionado por colisión con otros vehículos sin motor, conductor lesionado en accidente de tránsito"
10392,V660,"Ocupante de vehículo de transporte pesado lesionado por colisión con otros vehículos sin motor, conductor lesionado en accidente no de tránsito"
10400,V669,"Ocupante de vehículo de transporte pesado lesionado por colisión con otros vehículos sin motor, ocupante no especificado de vehículo de transporte pesado, lesionado en accidente de tránsito"
10395,V663,"Ocupante de vehículo de transporte pesado lesionado por colisión con otros vehículos sin motor, ocupante no especificado, de vehículo de transporte pesado lesionado en accidente no de tránsito"
10398,V666,"Ocupante de vehículo de transporte pesado lesionado por colisión con otros vehículos sin motor, pasajero lesionado en accidente de tránsito"
10393,V661,"Ocupante de vehículo de transporte pesado lesionado por colisión con otros vehículos sin motor, pasajero lesionado en accidente no de tránsito"
10396,V664,"Ocupante de vehículo de transporte pesado lesionado por colisión con otros vehículos sin motor, persona lesionada al subir o bajar del vehículo"
10399,V667,"Ocupante de vehículo de transporte pesado lesionado por colisión con otros vehículos sin motor, persona que viaja fuera del  vehículo, lesionada en  accidente de tránsito"
10394,V662,"Ocupante de vehículo de transporte pesado lesionado por colisión con otros vehículos sin motor, persona que viaja fuera del  vehículo, lesionada en  accidente no de tránsito"
10331,V60,Ocupante de vehículo de transporte pesado lesionado por colisión con peatón o animal
